msa_population_rank_2020_census,msa_id,cbsa_code,msa_name,msa_2020_census_population,year,pit_total,pit_sheltered,pit_unsheltered,republican_votes,democratic_votes,two_party_votes,totalvotes,republican_vote_share,democratic_vote_share,democratic_margin_votes,democratic_margin_share,major_party_vote_share,presidential_votes_applicable,medsl_county_count,missing_presidential_vote_county_count,missing_presidential_vote_counties,coc_count,covered_coc_count,missing_coc_count,missing_cocs,coc_population_coverage_ratio,msa_population_coverage_ratio,allocation_share_sum,expected_allocation_share_sum,unmapped_source_coc_count,unmapped_source_cocs,unmapped_source_additive_measure_totals,allocation_basis,denominator_source,boundary_vintage,county_vintage,block_vintage,decennial_vintage,msa_definition_version,source
11,38060,38060,"Phoenix-Mesa-Chandler, AZ",4845832,2020,7982.537107227392,3919.4028930823974,4063.1342141449945,1102742,1115880,2218622,2253118,0.48942931528663836,0.4952603458851245,13138,0.005831030598486164,0.9846896611717628,True,2,0,,2,2,0,,1.0,0.9999998608497034,1.2520291321827681,1.2520291321827681,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
12,41860,41860,"San Francisco-Oakland-Fremont, CA",4749008,2020,21141.995163927182,6470.997937745355,14670.997226181828,445799,1831985,2277784,2325020,0.1917398560012387,0.7879437596235731,1386186,0.5962039036223344,0.9796836156248119,True,5,0,,5,5,0,,1.0,0.9996680206072721,4.999996928584161,4.999996928584161,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
13,40140,40140,"Riverside-San Bernardino-Ontario, CA",4599839,2020,6009.863945870301,1464.2433106440512,4545.62063522625,815401,984199,1799600,1838286,0.443565908677975,0.5353894878163681,168798,0.09182357913839306,0.9789553964943432,True,2,0,,3,3,0,,1.0,0.9999997178636837,1.999980910183098,1.999980910183098,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
14,19820,19820,"Detroit-Warren-Dearborn, MI",4392041,2020,2758.7478101240995,2448.0769024432116,310.67090768088815,1026036,1351220,2377256,2408987,0.4259201066672423,0.5609079667096585,325184,0.1349878600424162,0.9868280733769007,True,6,0,,7,7,0,,1.0,0.9996772440576123,5.102441930059543,5.102441930059543,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
15,42660,42660,"Seattle-Tacoma-Bellevue, WA",4018762,2020,14779.99999854824,7614.999999247719,7164.999999300519,633325,1413544,2046869,2113384,0.2996734147698667,0.6688533650297342,780219,0.36917995025986755,0.968526779799601,True,3,0,,3,3,0,,1.0,0.99963006056689,2.999999999234703,2.999999999234703,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
16,33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3690261,2020,5744.133875296058,4426.28475210916,1317.8491231868977,843877,1259771,2103648,2154823,0.3916224209598654,0.5846285286540936,415894,0.19300610769422827,0.976250949613959,True,15,0,,7,7,0,,1.0,0.9999999535306222,3.5275989265137184,3.5275989265137184,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
17,41740,41740,"San Diego-Chula Vista-Carlsbad, CA",3298634,2020,7637.979609067262,3666.990210323337,3970.9893987439245,600094,964650,1564744,1602143,0.3745570776141705,0.6020998125635477,364556,0.2275427349493772,0.9766568901777182,True,1,0,,1,1,0,,1.0,0.9993211607239528,0.99999733033088,0.99999733033088,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
18,45300,45300,"Tampa-St. Petersburg-Clearwater, FL",3175275,2020,4734.608310603961,2530.946968219762,2203.6613423841995,853640,810409,1664049,1682670,0.5073127826608901,0.4816208763453321,-43231,-0.025691906315557955,0.9889336590062222,True,4,0,,4,4,0,,1.0,0.9827718943822619,3.2256163735476715,3.2256163735476715,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
19,19740,19740,"Denver-Aurora-Centennial, CO",2963821,2020,5550.681168717863,4111.316752592983,1439.3644161248803,606185,1028448,1634633,1678355,0.36117805827730126,0.612771433933822,422263,0.2515933756565208,0.9739494922111234,True,10,0,,2,2,0,,1.0,0.9788371518685359,0.9476930083834764,0.9476930083834764,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
20,12580,12580,"Baltimore-Columbia-Towson, MD",2844510,2020,4074.2743632398524,3328.1999316642477,746.0744315756049,507676,878185,1385861,1423875,0.3565453428145027,0.6167570889298569,370509,0.26021174611535425,0.9733024317443596,True,7,0,,10,10,0,,1.0,0.9988226612704172,7.288359869148328,7.288359869148328,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
21,41180,41180,"St. Louis, MO-IL",2820253,2020,2750.240171876607,2138.929263212139,611.3109086644679,693693,741752,1435445,1462520,0.47431351366135166,0.507173918989142,48059,0.03286040532779033,0.9814874326504937,True,15,0,,9,9,0,,1.0,1.0,5.437835078828498,5.437835078828498,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
