geo_type,geo_id,msa_id,cbsa_code,msa_name,year,msa_population_rank_2020_census_nonpr,msa_2020_census_population,pit_total,pit_sheltered,pit_unsheltered,median_contract_rent_weighted,contract_rent_cash_renter_households,contract_rent_distribution_total,contract_rent_distribution_with_cash_rent,contract_rent_distribution_cash_rent_lt_100,contract_rent_distribution_cash_rent_100_to_149,contract_rent_distribution_cash_rent_150_to_199,contract_rent_distribution_cash_rent_200_to_249,contract_rent_distribution_cash_rent_250_to_299,contract_rent_distribution_cash_rent_300_to_349,contract_rent_distribution_cash_rent_350_to_399,contract_rent_distribution_cash_rent_400_to_449,contract_rent_distribution_cash_rent_450_to_499,contract_rent_distribution_cash_rent_500_to_549,contract_rent_distribution_cash_rent_550_to_599,contract_rent_distribution_cash_rent_600_to_649,contract_rent_distribution_cash_rent_650_to_699,contract_rent_distribution_cash_rent_700_to_749,contract_rent_distribution_cash_rent_750_to_799,contract_rent_distribution_cash_rent_800_to_899,contract_rent_distribution_cash_rent_900_to_999,contract_rent_distribution_cash_rent_1000_to_1249,contract_rent_distribution_cash_rent_1250_to_1499,contract_rent_distribution_cash_rent_1500_to_1999,contract_rent_distribution_cash_rent_2000_plus,contract_rent_distribution_cash_rent_2000_to_2499,contract_rent_distribution_cash_rent_2500_to_2999,contract_rent_distribution_cash_rent_3000_to_3499,contract_rent_distribution_cash_rent_3500_plus,contract_rent_distribution_no_cash_rent,acs5_vintage,tract_vintage,rent_source,pit_vintage,pit_allocation_basis,coc_boundary_vintage,county_vintage,msa_definition_version
msa,47900,47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2010,6,6278542,12100.796774323067,10611.450576450176,1489.3461978728924,1205.2484294784167,659303.0,681614.0,659303.0,7462.0,6388.0,8719.0,5195.0,4535.0,4824.0,4356.0,6964.0,5645.0,9782.0,8013.0,12198.0,10964.0,15611.0,17276.0,47496.0,56251.0,143235.0,105849.0,113860.0,64680.0,,,,,22311.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,47900,47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020,6,6278542,9967.33725721209,8750.475136352139,1216.86212085995,1633.449180098779,781591.0,803862.0,781591.0,5684.0,4584.0,4456.0,8751.0,3799.0,4525.0,3768.0,3849.0,2522.0,6357.0,3634.0,5478.0,5195.0,6911.0,6878.0,17091.0,23875.0,92644.0,134323.0,243186.0,,107870.0,45829.0,24022.0,16360.0,22271.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,37980,37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2010,7,6245051,9784.22197575861,8978.73866681234,805.4833089462688,804.8176830422883,639805.0,669475.0,639805.0,9508.0,8085.0,12992.0,11091.0,8765.0,11897.0,12284.0,19110.0,19653.0,29396.0,29211.0,43557.0,38791.0,45661.0,44164.0,83958.0,60259.0,73116.0,34652.0,28505.0,15150.0,,,,,29670.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,37980,37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,7,6245051,8441.590938792584,7175.980748336306,1265.6101904562777,1068.6129328762358,730668.0,758304.0,730668.0,7558.0,6317.0,7559.0,14049.0,7599.0,9254.0,5933.0,8516.0,6605.0,17346.0,11479.0,22330.0,19475.0,31305.0,34953.0,78354.0,77645.0,144017.0,90709.0,83977.0,,27195.0,9213.0,5389.0,3891.0,27636.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,33100,33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2010,8,6138333,9250.686756458328,6284.714476646275,2965.972279812052,967.6808067263437,662841.0,690566.0,662841.0,6109.0,12864.0,10281.0,6076.0,5058.0,5790.0,5594.0,8384.0,9738.0,16845.0,16066.0,25890.0,24041.0,34485.0,37921.0,84175.0,73548.0,128367.0,69981.0,56821.0,24807.0,,,,,27725.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,33100,33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2020,8,6138333,7280.702533055039,4246.864602394908,3033.8379306601314,1327.067042838312,846645.0,873001.0,846645.0,3866.0,5958.0,11383.0,7926.0,4859.0,4624.0,3686.0,6011.0,3949.0,8702.0,6174.0,11325.0,8414.0,14938.0,17461.0,52206.0,63543.0,175188.0,153064.0,178911.0,,64202.0,23165.0,9608.0,7482.0,26356.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,12060,12060,12060,"Atlanta-Sandy Springs-Roswell, GA",2010,9,6104803,8830.975173378445,5466.431565320455,3364.5436080579907,753.4894845084966,583318.0,604834.0,583318.0,6888.0,5936.0,7816.0,6547.0,5827.0,8497.0,9758.0,16077.0,18579.0,31224.0,35212.0,46553.0,45956.0,50213.0,46563.0,83266.0,52150.0,65396.0,22403.0,13495.0,4962.0,,,,,21516.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,12060,12060,12060,"Atlanta-Sandy Springs-Roswell, GA",2020,9,6104803,4882.589746566689,3287.251506342792,1595.3382402238974,1046.899011063482,748284.0,771669.0,748284.0,5588.0,5191.0,4897.0,7719.0,4950.0,6401.0,6143.0,10029.0,8191.0,15731.0,15040.0,24947.0,21152.0,31549.0,34236.0,85061.0,84413.0,160818.0,111130.0,79442.0,,15487.0,5007.0,2326.0,2836.0,23385.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,14460,14460,14460,"Boston-Cambridge-Newton, MA-NH",2010,10,4941632,10991.133334154614,10424.68701677676,566.4463173778547,1034.1288825800443,618678.0,639479.0,618678.0,6324.0,7484.0,14801.0,24223.0,13189.0,14249.0,9117.0,10649.0,8640.0,14463.0,8880.0,16504.0,12308.0,19443.0,19448.0,54916.0,54052.0,118534.0,81340.0,74539.0,35575.0,,,,,20801.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,14460,14460,14460,"Boston-Cambridge-Newton, MA-NH",2020,10,4941632,12499.488727099091,11752.504936122004,746.9837909770871,1475.7897646924685,687409.0,709196.0,687409.0,5373.0,5241.0,6926.0,16143.0,19358.0,12072.0,9008.0,10861.0,6856.0,11249.0,5480.0,10436.0,6110.0,9872.0,8733.0,24781.0,28632.0,91962.0,89392.0,150918.0,,83631.0,36667.0,21947.0,15761.0,21787.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,38060,38060,38060,"Phoenix-Mesa-Chandler, AZ",2010,11,4845832,7155.145869846288,4316.439975769749,2838.70589407654,803.7983482377026,471779.0,492017.0,471779.0,2946.0,3054.0,3569.0,3786.0,3615.0,4742.0,7016.0,12020.0,15082.0,28064.0,28493.0,39715.0,32862.0,33767.0,31645.0,55854.0,44719.0,72134.0,25740.0,15076.0,7880.0,,,,,20238.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,38060,38060,38060,"Phoenix-Mesa-Chandler, AZ",2020,11,4845832,7527.180945617636,3703.02288491245,3824.1580607051865,1043.1836805497078,597714.0,621809.0,597714.0,2416.0,2115.0,2250.0,4183.0,2281.0,3449.0,3002.0,6562.0,6683.0,15340.0,14751.0,23019.0,17951.0,27723.0,29337.0,69513.0,66416.0,136789.0,82202.0,59264.0,,12501.0,4656.0,2764.0,2547.0,24095.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,41860,41860,41860,"San Francisco-Oakland-Fremont, CA",2010,12,4749008,15372.997409055979,7363.998884239964,8008.998524816015,1243.9462256241918,677642.0,697573.0,677642.0,3747.0,3500.0,3801.0,11726.0,9761.0,6215.0,4692.0,8137.0,8256.0,10351.0,7188.0,12618.0,10403.0,15561.0,16067.0,46595.0,50415.0,129806.0,101207.0,129904.0,87692.0,,,,,19931.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,41860,41860,41860,"San Francisco-Oakland-Fremont, CA",2020,12,4749008,21141.997143655233,6470.998762018692,14670.998381636542,1946.7034478297956,745529.0,766245.0,745529.0,3219.0,2276.0,3558.0,8374.0,12184.0,5604.0,4065.0,5399.0,4511.0,6803.0,4041.0,7140.0,4194.0,6955.0,5948.0,16784.0,18346.0,60360.0,63636.0,160273.0,,133373.0,88013.0,59551.0,60922.0,20716.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,40140,40140,40140,"Riverside-San Bernardino-Ontario, CA",2010,13,4599839,5153.318021338429,1851.5101553819793,3301.80786595645,991.6209884442723,392471.0,407778.0,392471.0,1968.0,1369.0,2877.0,4574.0,3292.0,4915.0,5026.0,7333.0,6453.0,12683.0,10322.0,15181.0,14355.0,17579.0,20769.0,45572.0,40575.0,74964.0,45632.0,42201.0,14831.0,,,,,15307.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,40140,40140,40140,"Riverside-San Bernardino-Ontario, CA",2020,13,4599839,6010.9636011284565,1464.6164242994046,4546.347176829052,1268.5951459132905,477472.0,494470.0,477472.0,1317.0,1329.0,1437.0,5115.0,2523.0,3254.0,3344.0,5828.0,4117.0,8516.0,5918.0,11388.0,7707.0,14477.0,14759.0,34540.0,34746.0,90383.0,76961.0,99390.0,,34584.0,11141.0,3190.0,1508.0,16998.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,19820,19820,19820,"Detroit-Warren-Dearborn, MI",2010,14,4392041,5112.190753089689,3937.293577537493,1174.8971755521957,663.586036653017,423184.0,445203.0,423184.0,5005.0,4896.0,11114.0,8056.0,7282.0,10408.0,11978.0,21405.0,24948.0,36256.0,33831.0,42943.0,32961.0,32801.0,27181.0,40894.0,23642.0,24259.0,8872.0,8029.0,6423.0,,,,,22019.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,19820,19820,19820,"Detroit-Warren-Dearborn, MI",2020,14,4392041,2653.016227585425,2361.4932039534365,291.5230236319884,828.7434609315785,503699.0,527304.0,503699.0,4643.0,3965.0,6905.0,12161.0,5915.0,7222.0,7304.0,11801.0,12033.0,26039.0,21851.0,34491.0,31377.0,35941.0,39244.0,67611.0,46878.0,63893.0,29451.0,21413.0,,6960.0,2702.0,1944.0,1955.0,23605.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,42660,42660,42660,"Seattle-Tacoma-Bellevue, WA",2010,15,4018762,12847.000334745833,9262.000195532139,3585.0001392136955,900.0114432251714,491732.0,506020.0,491732.0,3933.0,4902.0,7741.0,5474.0,4071.0,4471.0,4164.0,7042.0,8821.0,13119.0,15686.0,25771.0,27558.0,32406.0,35458.0,63514.0,49529.0,80487.0,48549.0,34640.0,14396.0,,,,,14288.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,42660,42660,42660,"Seattle-Tacoma-Bellevue, WA",2020,15,4018762,14780.000199358556,7615.000112107498,7165.000087251057,1477.9955406987597,592259.0,608723.0,592259.0,2708.0,2141.0,6055.0,5963.0,3513.0,4645.0,2217.0,3315.0,2698.0,4933.0,3632.0,5359.0,4612.0,8029.0,9516.0,25990.0,30412.0,93737.0,100540.0,158206.0,,67259.0,25471.0,12784.0,8524.0,16464.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,33460,33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2010,16,3690261,5636.344863875148,5073.990358057313,562.3545058178353,783.9153172512252,340036.0,350370.0,340036.0,4768.0,3326.0,6363.0,8969.0,5710.0,5161.0,4481.0,7150.0,6834.0,11870.0,17101.0,25582.0,24338.0,26762.0,27574.0,42510.0,30875.0,41420.0,21454.0,12712.0,5076.0,,,,,10334.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,33460,33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020,16,3690261,5515.9991466277215,4295.668870304493,1220.3302763232289,1070.6511171486159,400320.0,411006.0,400320.0,2975.0,1983.0,3075.0,8717.0,6539.0,4724.0,4736.0,4434.0,3967.0,5899.0,4964.0,8481.0,7879.0,13750.0,17237.0,41983.0,43897.0,82827.0,60710.0,50345.0,,13029.0,3775.0,2245.0,2149.0,10686.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,41740,41740,41740,"San Diego-Chula Vista-Carlsbad, CA",2010,17,3298634,8382.832347888285,3917.9045265843365,4464.927821303948,1197.6982985676784,454293.0,467844.0,454293.0,856.0,1014.0,1293.0,5869.0,3070.0,2746.0,2357.0,4237.0,3660.0,5657.0,4568.0,7511.0,7978.0,13520.0,17911.0,42380.0,46033.0,91066.0,67754.0,84539.0,40274.0,,,,,13551.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,41740,41740,41740,"San Diego-Chula Vista-Carlsbad, CA",2020,17,3298634,7637.839927657782,3666.916506310114,3970.9234213476684,1673.2928023808115,508535.0,521353.0,508535.0,1074.0,757.0,848.0,3639.0,4003.0,2200.0,1887.0,2844.0,2111.0,4480.0,1872.0,2964.0,2828.0,4067.0,4135.0,11511.0,17643.0,65717.0,81510.0,147599.0,,81083.0,36498.0,16576.0,10689.0,12818.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,45300,45300,45300,"Tampa-St. Petersburg-Clearwater, FL",2010,18,3175275,16185.728129619158,4241.634114444826,11944.09401517433,773.9935394187314,326976.0,340764.0,326976.0,2661.0,4138.0,3318.0,3131.0,2870.0,4282.0,4875.0,10244.0,10635.0,17140.0,18207.0,26275.0,24620.0,28581.0,25092.0,43415.0,26610.0,39045.0,15425.0,9669.0,6743.0,,,,,13788.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,45300,45300,45300,"Tampa-St. Petersburg-Clearwater, FL",2020,18,3175275,4696.666758782908,2515.892922720849,2180.7738360620588,1044.3151213744175,408275.0,423683.0,408275.0,1991.0,1996.0,3050.0,3207.0,2290.0,2849.0,2454.0,5388.0,4360.0,9879.0,8309.0,15288.0,11939.0,17008.0,22073.0,47077.0,45680.0,83998.0,57482.0,42442.0,,10897.0,4392.0,2275.0,1951.0,15408.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,19740,19740,19740,"Denver-Aurora-Centennial, CO",2010,19,2963821,7563.910540116272,5935.27014978699,1628.640390329281,793.2601410107228,320287.0,328371.0,320287.0,2694.0,2271.0,4493.0,3721.0,2435.0,2781.0,3215.0,6976.0,12477.0,19006.0,20515.0,25388.0,23083.0,24437.0,22166.0,37086.0,26784.0,41785.0,21029.0,12890.0,5055.0,,,,,8084.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,19740,19740,19740,"Denver-Aurora-Centennial, CO",2020,19,2963821,5172.057609743627,3830.142885389839,1341.914724353788,1353.6763461840483,377952.0,386465.0,377952.0,2041.0,1080.0,2061.0,4345.0,2800.0,3009.0,1630.0,1785.0,1972.0,2892.0,1997.0,3230.0,3169.0,4879.0,6385.0,19642.0,24136.0,74155.0,76176.0,95332.0,,31910.0,7949.0,3001.0,2376.0,8513.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,12580,12580,12580,"Baltimore-Columbia-Towson, MD",2010,20,2844510,5384.684920028193,3577.9443629303705,1806.740557097823,878.8254614298509,313996.0,325797.0,313996.0,5170.0,5416.0,8356.0,4812.0,4261.0,4289.0,4848.0,6936.0,6299.0,9795.0,10366.0,15847.0,15537.0,19312.0,20010.0,36122.0,30013.0,50113.0,27936.0,21305.0,7253.0,,,,,11801.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,12580,12580,12580,"Baltimore-Columbia-Towson, MD",2020,20,2844510,3691.1889792316883,3005.4484704932306,685.7405087384576,1198.390172766612,343199.0,354918.0,343199.0,4127.0,4538.0,4548.0,7038.0,3404.0,4400.0,3460.0,3189.0,3025.0,5076.0,3074.0,6791.0,5471.0,8889.0,9429.0,25160.0,29803.0,65623.0,52966.0,64522.0,,18909.0,5916.0,2416.0,1425.0,11719.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,41180,41180,41180,"St. Louis, MO-IL",2010,21,2820253,3881.3220976508183,2734.9093153943413,1146.412782256477,583.5997175669928,294126.0,310087.0,294126.0,5475.0,4970.0,6866.0,6420.0,7411.0,10677.0,15839.0,25399.0,23983.0,29477.0,25640.0,26235.0,19284.0,17173.0,14422.0,19299.0,10942.0,12796.0,4700.0,3897.0,3221.0,,,,,15961.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,41180,41180,41180,"St. Louis, MO-IL",2020,21,2820253,2594.286523362015,2046.2926174873244,547.9939058746905,758.5275161940015,334271.0,349762.0,334271.0,2558.0,3725.0,5360.0,5590.0,3696.0,4933.0,7321.0,11594.0,13238.0,23086.0,22562.0,28774.0,23679.0,23885.0,22835.0,37971.0,26654.0,32169.0,16041.0,10197.0,,3797.0,1497.0,1322.0,1787.0,15491.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,36740,36740,36740,"Orlando-Kissimmee-Sanford, FL",2010,22,2673376,4604.406552895266,2185.0258964758445,2419.380656419421,852.9402669501535,254033.0,262772.0,254033.0,1284.0,1823.0,1349.0,1492.0,1372.0,2469.0,2817.0,4501.0,4803.0,8841.0,9381.0,16145.0,16405.0,21092.0,19950.0,38326.0,30263.0,40307.0,18150.0,9575.0,3688.0,,,,,8739.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,36740,36740,36740,"Orlando-Kissimmee-Sanford, FL",2020,22,2673376,2293.005952902956,1661.4777420634505,631.5282108395052,1136.1512756161305,329881.0,339923.0,329881.0,814.0,1964.0,1278.0,1299.0,1148.0,1574.0,1454.0,2455.0,2049.0,4962.0,4107.0,7351.0,7334.0,9978.0,13884.0,32044.0,34998.0,79489.0,59998.0,47138.0,,10106.0,2108.0,1016.0,1333.0,10042.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
