msa_population_rank_2020_census,msa_id,cbsa_code,msa_name,msa_2020_census_population,year,pit_total,pit_sheltered,pit_unsheltered,coc_count,covered_coc_count,missing_coc_count,missing_cocs,coc_population_coverage_ratio,msa_population_coverage_ratio,allocation_share_sum,expected_allocation_share_sum,unmapped_source_coc_count,unmapped_source_cocs,unmapped_source_additive_measure_totals,allocation_basis,denominator_source,boundary_vintage,county_vintage,block_vintage,decennial_vintage,msa_definition_version,source
11,38060,38060,"Phoenix-Mesa-Chandler, AZ",4845832,2020,7982.537107227392,3919.4028930823974,4063.1342141449945,2,2,0,,1.0,0.9999998608497034,1.2520291321827681,1.2520291321827681,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
12,41860,41860,"San Francisco-Oakland-Fremont, CA",4749008,2020,21141.995163927182,6470.997937745355,14670.997226181828,5,5,0,,1.0,0.9996680206072721,4.999996928584161,4.999996928584161,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
13,40140,40140,"Riverside-San Bernardino-Ontario, CA",4599839,2020,6009.863945870301,1464.2433106440512,4545.62063522625,3,3,0,,1.0,0.9999997178636837,1.999980910183098,1.999980910183098,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
14,19820,19820,"Detroit-Warren-Dearborn, MI",4392041,2020,2758.7478101240995,2448.0769024432116,310.67090768088815,7,7,0,,1.0,0.9996772440576123,5.102441930059543,5.102441930059543,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
15,42660,42660,"Seattle-Tacoma-Bellevue, WA",4018762,2020,14779.99999854824,7614.999999247719,7164.999999300519,3,3,0,,1.0,0.99963006056689,2.999999999234703,2.999999999234703,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
16,33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3690261,2020,5744.133875296058,4426.28475210916,1317.8491231868977,7,7,0,,1.0,0.9999999535306222,3.5275989265137184,3.5275989265137184,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
17,41740,41740,"San Diego-Chula Vista-Carlsbad, CA",3298634,2020,7637.979609067262,3666.990210323337,3970.9893987439245,1,1,0,,1.0,0.9993211607239528,0.99999733033088,0.99999733033088,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
18,45300,45300,"Tampa-St. Petersburg-Clearwater, FL",3175275,2020,4734.608310603961,2530.946968219762,2203.6613423841995,4,4,0,,1.0,0.9827718943822619,3.2256163735476715,3.2256163735476715,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
19,19740,19740,"Denver-Aurora-Centennial, CO",2963821,2020,5550.681168717863,4111.316752592983,1439.3644161248803,2,2,0,,1.0,0.9788371518685359,0.9476930083834764,0.9476930083834764,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
20,12580,12580,"Baltimore-Columbia-Towson, MD",2844510,2020,4074.2743632398524,3328.1999316642477,746.0744315756049,10,10,0,,1.0,0.9988226612704172,7.288359869148328,7.288359869148328,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
21,41180,41180,"St. Louis, MO-IL",2820253,2020,2750.240171876607,2138.929263212139,611.3109086644679,9,9,0,,1.0,1.0,5.437835078828498,5.437835078828498,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
22,36740,36740,"Orlando-Kissimmee-Sanford, FL",2673376,2020,2320.125426601304,1672.2702436292398,647.8551829720639,2,2,0,,1.0,0.9787996222022551,1.4454131693792356,1.4454131693792356,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
