msa_id,msa_name,year,coc_id,coc_name,percentage_overlap
17900,"Columbia, SC",2019,SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",12.017525377991895
18140,"Columbus, OH",2019,OH-507,Ohio Balance of State CoC,88.20410457299037
18140,"Columbus, OH",2019,OH-503,Columbus/Franklin County CoC,11.795895427009407
19100,"Dallas-Fort Worth-Arlington, TX",2019,TX-607,Texas Balance of State CoC,48.00365652319458
19100,"Dallas-Fort Worth-Arlington, TX",2019,TX-600,"Dallas City & County, Irving CoC",21.24998119863385
19100,"Dallas-Fort Worth-Arlington, TX",2019,TX-601,"Fort Worth, Arlington/Tarrant County CoC",20.509620788578665
19100,"Dallas-Fort Worth-Arlington, TX",2019,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",10.236741484103614
19430,"Dayton-Kettering-Beavercreek, OH",2019,OH-507,Ohio Balance of State CoC,63.78655436724191
19430,"Dayton-Kettering-Beavercreek, OH",2019,OH-505,"Dayton, Kettering/Montgomery County CoC",36.21344563275743
19660,"Deltona-Daytona Beach-Ormond Beach, FL",2019,FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",86.1372864014452
19740,"Denver-Aurora-Centennial, CO",2019,CO-500,Colorado Balance of State CoC,54.83383236534413
19740,"Denver-Aurora-Centennial, CO",2019,CO-503,Metropolitan Denver CoC,45.16616762506051
19780,"Des Moines-West Des Moines, IA",2019,IA-501,Iowa Balance of State CoC,82.65232056820216
19780,"Des Moines-West Des Moines, IA",2019,IA-502,Des Moines/Polk County CoC,17.347679431797523
19820,"Detroit-Warren-Dearborn, MI",2019,MI-500,Michigan Balance of State CoC,32.75727007372863
19820,"Detroit-Warren-Dearborn, MI",2019,MI-504,"Pontiac, Royal Oak/Oakland County CoC",21.42055733847185
19820,"Detroit-Warren-Dearborn, MI",2019,MI-518,Livingston County CoC,13.819993872370148
19820,"Detroit-Warren-Dearborn, MI",2019,MI-503,"St. Clair Shores, Warren/Macomb County CoC",11.429931175036835
19820,"Detroit-Warren-Dearborn, MI",2019,MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",11.284287082987394
19820,"Detroit-Warren-Dearborn, MI",2019,MI-501,Detroit CoC,3.2832530834753406
20500,"Durham-Chapel Hill, NC",2019,NC-503,North Carolina Balance of State CoC,61.33095081780119
20500,"Durham-Chapel Hill, NC",2019,NC-513,Chapel Hill/Orange County CoC,22.210051574728386
20500,"Durham-Chapel Hill, NC",2019,NC-502,Durham City & County CoC,16.32428756359797
21340,"El Paso, TX",2019,TX-607,Texas Balance of State CoC,81.8227326020166
21340,"El Paso, TX",2019,TX-603,El Paso City & County CoC,18.17266462482983
23420,"Fresno, CA",2019,CA-514,Fresno City & County/Madera County CoC,99.99999995560665
24340,"Grand Rapids-Wyoming-Kentwood, MI",2019,MI-500,Michigan Balance of State CoC,42.86135929333105
24340,"Grand Rapids-Wyoming-Kentwood, MI",2019,MI-506,"Grand Rapids, Wyoming/Kent County CoC",19.901968439000463
24340,"Grand Rapids-Wyoming-Kentwood, MI",2019,MI-519,Holland/Ottawa County CoC,13.161896791071543
24660,"Greensboro-High Point, NC",2019,NC-503,North Carolina Balance of State CoC,67.54535957784134
24660,"Greensboro-High Point, NC",2019,NC-504,"Greensboro, High Point/Guilford County CoC",32.45464040663189
24860,"Greenville-Anderson-Greer, SC",2019,SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",99.99999996829932
25420,"Harrisburg-Carlisle, PA",2019,PA-509,Eastern Pennsylvania CoC,66.46083498017833
25420,"Harrisburg-Carlisle, PA",2019,PA-501,Harrisburg/Dauphin County CoC,31.846124137790007
26420,"Houston-Pasadena-The Woodlands, TX",2019,TX-607,Texas Balance of State CoC,54.24349073370828
26420,"Houston-Pasadena-The Woodlands, TX",2019,TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",37.138817625216944
26900,"Indianapolis-Carmel-Greenwood, IN",2019,IN-502,Indiana Balance of State CoC,90.21486019118453
26900,"Indianapolis-Carmel-Greenwood, IN",2019,IN-503,Indianapolis CoC,9.785139808815588
27140,"Jackson, MS",2019,MS-500,"Jackson/Rankin, Madison Counties CoC",52.5000985389401
27140,"Jackson, MS",2019,MS-501,Mississippi Balance of State CoC,47.49990146105929
27260,"Jacksonville, FL",2019,FL-510,"Jacksonville-Duval, Clay Counties CoC",58.3926072044173
27260,"Jacksonville, FL",2019,FL-512,St. Johns County CoC,17.814557010072964
28140,"Kansas City, MO-KS",2019,MO-606,Missouri Balance of State CoC,58.20403422428891
28140,"Kansas City, MO-KS",2019,KS-507,Kansas Balance of State CoC,22.565785141564362
28140,"Kansas City, MO-KS",2019,MO-604,"Kansas City (MO&KS), Independence, Lee’s Summit/Jackson, Wyandotte Counties CoC",12.689765328533237
28140,"Kansas City, MO-KS",2019,KS-505,"Overland Park, Shawnee/Johnson County CoC",6.54041529842574
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2019,NY-602,"Newburgh, Middletown/Orange County CoC",50.38318935578061
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2019,NY-601,Poughkeepsie/Dutchess County CoC,49.60868862952763
28940,"Knoxville, TN",2019,TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",61.63618347189394
28940,"Knoxville, TN",2019,TN-506,Upper Cumberland CoC,23.95443713160587
28940,"Knoxville, TN",2019,TN-502,Knoxville/Knox County CoC,14.409379376936421
29460,"Lakeland-Winter Haven, FL",2019,FL-503,Lakeland/Polk County CoC,99.99999990304016
29540,"Lancaster, PA",2019,PA-510,Lancaster City & County CoC,99.99999989474965
29820,"Las Vegas-Henderson-North Las Vegas, NV",2019,NV-500,Las Vegas/Clark County CoC,99.999999963399
30780,"Little Rock-North Little Rock-Conway, AR",2019,AR-500,Little Rock/Central Arkansas CoC,55.75571832395112
30780,"Little Rock-North Little Rock-Conway, AR",2019,AR-503,Arkansas Balance of State  CoC,29.16944556687679
30780,"Little Rock-North Little Rock-Conway, AR",2019,AR-505,Southeast Arkansas CoC,15.074836109172333
31080,"Los Angeles-Long Beach-Anaheim, CA",2019,CA-600,Los Angeles City & County CoC,69.84464934735726
31080,"Los Angeles-Long Beach-Anaheim, CA",2019,CA-602,"Santa Ana, Anaheim/Orange County CoC",14.018938499321015
31140,"Louisville/Jefferson County, KY-IN",2019,KY-500,Kentucky Balance of State CoC,52.31537556368608
31140,"Louisville/Jefferson County, KY-IN",2019,IN-502,Indiana Balance of State CoC,37.842981630113066
31140,"Louisville/Jefferson County, KY-IN",2019,KY-501,Louisville-Jefferson County CoC,9.84164279897818
31540,"Madison, WI",2019,WI-500,Wisconsin Balance of State CoC,63.432285882781116
31540,"Madison, WI",2019,WI-503,Madison/Dane County CoC,36.56771411030841
32580,"McAllen-Edinburg-Mission, TX",2019,TX-607,Texas Balance of State CoC,99.9906772403477
32820,"Memphis, TN-MS-AR",2019,MS-501,Mississippi Balance of State CoC,49.03932763714825
32820,"Memphis, TN-MS-AR",2019,TN-507,Jackson/West Tennessee CoC,23.01228405869323
32820,"Memphis, TN-MS-AR",2019,TN-501,Memphis/Shelby County CoC,15.314188228605463
32820,"Memphis, TN-MS-AR",2019,AR-503,Arkansas Balance of State  CoC,12.634200075552762
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2019,FL-605,West Palm Beach/Palm Beach County CoC,36.441344256227815
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2019,FL-600,Miami-Dade County CoC,32.55377231895553
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2019,FL-601,Ft Lauderdale/Broward County CoC,20.141826505109808
33340,"Milwaukee-Waukesha, WI",2019,WI-500,Wisconsin Balance of State CoC,37.66918645239545
33340,"Milwaukee-Waukesha, WI",2019,WI-501,Milwaukee City & County CoC,7.315460061065705
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,MN-505,St. Cloud/Central Minnesota CoC,36.37162731764836
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",29.26143549830108
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,WI-500,Wisconsin Balance of State CoC,17.657711361199624
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,MN-500,Minneapolis/Hennepin County CoC,8.155283219891723
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,MN-502,Rochester/Southeast Minnesota CoC,6.301795735277661
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,MN-501,St. Paul/Ramsey County CoC,2.2521468616861102
33700,"Modesto, CA",2019,CA-510,"Turlock, Modesto/Stanislaus County CoC",99.99999988361287
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2019,TN-503,Central Tennessee CoC,58.7615313245054
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2019,TN-506,Upper Cumberland CoC,23.21874487654252
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2019,TN-510,Murfreesboro/Rutherford County CoC,9.784403561140604
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2019,TN-504,Nashville-Davidson County CoC,8.235320223252428
35380,"New Orleans-Metairie, LA",2019,LA-509,Louisiana Balance of State CoC,38.76252088555658
35380,"New Orleans-Metairie, LA",2019,LA-503,New Orleans/Jefferson Parish CoC,12.384722876450141
35620,"New York-Newark-Jersey City, NY-NJ",2019,NY-603,"Nassau, Suffolk Counties CoC",14.028049461610026
35620,"New York-Newark-Jersey City, NY-NJ",2019,NJ-516,"Warren, Sussex, Hunterdon Counties CoC",11.252564430581922
35620,"New York-Newark-Jersey City, NY-NJ",2019,NJ-510,Lakewood Township/Ocean County CoC,7.4452701362889995
35620,"New York-Newark-Jersey City, NY-NJ",2019,NJ-509,Morris County CoC,5.569776472165459
35620,"New York-Newark-Jersey City, NY-NJ",2019,NJ-508,Monmouth County CoC,5.525100932709312
35620,"New York-Newark-Jersey City, NY-NJ",2019,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",5.2002996838290905
35620,"New York-Newark-Jersey City, NY-NJ",2019,NJ-507,New Brunswick/Middlesex County CoC,3.632822157054558
35620,"New York-Newark-Jersey City, NY-NJ",2019,NJ-513,Somerset County CoC,3.5273558597448385
35620,"New York-Newark-Jersey City, NY-NJ",2019,NY-600,New York City CoC,3.492539212389436
35620,"New York-Newark-Jersey City, NY-NJ",2019,NY-525,New York Balance of State CoC,2.8466278283601274
35620,"New York-Newark-Jersey City, NY-NJ",2019,NJ-501,Bergen County CoC,2.7708008630836036
35620,"New York-Newark-Jersey City, NY-NJ",2019,NJ-511,Paterson/Passaic County CoC,2.295878400096521
35620,"New York-Newark-Jersey City, NY-NJ",2019,NY-606,Rockland County CoC,2.067537940807904
35620,"New York-Newark-Jersey City, NY-NJ",2019,NJ-504,Newark/Essex County CoC,1.4790556371923806
35620,"New York-Newark-Jersey City, NY-NJ",2019,NJ-515,Elizabeth/Union County CoC,1.2022819531061442
35840,"North Port-Bradenton-Sarasota, FL",2019,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",68.6601501528948
36260,"Ogden, UT",2019,UT-503,Utah Balance of State CoC,99.99999996324706
36420,"Oklahoma City, OK",2019,OK-503,Oklahoma Balance of State CoC,37.54052534247334
36420,"Oklahoma City, OK",2019,OK-506,Southwest Oklahoma Regional CoC,30.191556450336947
36420,"Oklahoma City, OK",2019,OK-502,Oklahoma City CoC,11.113139537679913
36420,"Oklahoma City, OK",2019,OK-504,Norman/Cleveland County CoC,7.738806306815807
36540,"Omaha, NE-IA",2019,NE-500,Nebraska Balance of State CoC,39.00230704221113
36540,"Omaha, NE-IA",2019,NE-501,"Omaha, Council Bluffs CoC",35.0793049861082
36540,"Omaha, NE-IA",2019,IA-501,Iowa Balance of State CoC,25.918387971680882
36740,"Orlando-Kissimmee-Sanford, FL",2019,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",71.16396778252978
36740,"Orlando-Kissimmee-Sanford, FL",2019,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",28.83603214877829
37100,"Oxnard-Thousand Oaks-Ventura, CA",2019,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",84.08820093094309
37340,"Palm Bay-Melbourne-Titusville, FL",2019,FL-513,"Palm Bay, Melbourne/Brevard County CoC",68.18451089899084
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,NJ-502,Burlington County CoC,16.827075696488052
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,PA-505,Chester County CoC,15.588154511144104
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,PA-511,"Bristol, Bensalem/Bucks County CoC",12.76815093703573
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",11.397454282149615
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",10.00359822640254
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,DE-500,Delaware Statewide CoC,8.921248202678163
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,MD-514,Maryland Balance of State CoC,7.354004988754455
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,NJ-512,Salem County CoC,7.134817701043532
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",3.7993234185286635
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,PA-500,Philadelphia CoC,2.890788150634437
38060,"Phoenix-Mesa-Chandler, AZ",2019,AZ-502,"Phoenix, Mesa/Maricopa County CoC",63.18883699950037
38060,"Phoenix-Mesa-Chandler, AZ",2019,AZ-500,Arizona Balance of State CoC,36.806431359242644
38300,"Pittsburgh, PA",2019,PA-601,Western Pennsylvania CoC,79.17966893263456
38300,"Pittsburgh, PA",2019,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",13.03754367346417
38300,"Pittsburgh, PA",2019,PA-603,Beaver County CoC,7.782787371754936
38860,"Portland-South Portland, ME",2019,ME-500,Maine Statewide CoC,77.27294665743139
38900,"Portland-Vancouver-Hillsboro, OR-WA",2019,OR-507,Clackamas County CoC,27.606110718132143
38900,"Portland-Vancouver-Hillsboro, OR-WA",2019,WA-501,Washington Balance of State CoC,24.714646418567916
38900,"Portland-Vancouver-Hillsboro, OR-WA",2019,OR-505,Oregon Balance of State CoC,20.621993677891073
38900,"Portland-Vancouver-Hillsboro, OR-WA",2019,OR-506,"Hillsboro, Beaverton/Washington County CoC",10.63351810773381
38900,"Portland-Vancouver-Hillsboro, OR-WA",2019,WA-508,Vancouver/Clark County CoC,9.606954512688178
38900,"Portland-Vancouver-Hillsboro, OR-WA",2019,OR-501,"Portland, Gresham/Multnomah County CoC",6.816776552138338
39300,"Providence-Warwick, RI-MA",2019,RI-500,Rhode Island Statewide CoC,48.60596273072072
39300,"Providence-Warwick, RI-MA",2019,MA-505,"New Bedford, Attleboro, Taunton/Bristol County CoC",24.054024788142183
39300,"Providence-Warwick, RI-MA",2019,MA-515,Fall River CoC,1.758581963430019
39340,"Provo-Orem-Lehi, UT",2019,UT-503,Utah Balance of State CoC,61.36120259488804
39340,"Provo-Orem-Lehi, UT",2019,UT-504,Provo/Mountainland CoC,38.52318679134182
39580,"Raleigh-Cary, NC",2019,NC-503,North Carolina Balance of State CoC,60.06411154090907
39580,"Raleigh-Cary, NC",2019,NC-507,Raleigh/Wake County CoC,39.92295737073423
40060,"Richmond, VA",2019,VA-521,Virginia Balance of State CoC,50.61907984803751
40060,"Richmond, VA",2019,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",48.4309444797469
40140,"Riverside-San Bernardino-Ontario, CA",2019,CA-609,San Bernardino City & County CoC,73.35481509498386
40140,"Riverside-San Bernardino-Ontario, CA",2019,CA-608,Riverside City & County CoC,26.64518488590268
40380,"Rochester, NY",2019,NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",26.0496138216052
40380,"Rochester, NY",2019,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",13.670568471270661
40380,"Rochester, NY",2019,NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",13.1455881813805
40380,"Rochester, NY",2019,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",8.066816805098966
40900,"Sacramento-Roseville-Folsom, CA",2019,CA-525,El Dorado County CoC,33.674516033855056
40900,"Sacramento-Roseville-Folsom, CA",2019,CA-515,"Roseville, Rocklin/Placer County CoC",28.318510067432136
40900,"Sacramento-Roseville-Folsom, CA",2019,CA-521,"Davis, Woodland/Yolo County CoC",19.262342021740864
40900,"Sacramento-Roseville-Folsom, CA",2019,CA-503,Sacramento City & County CoC,18.744631805488375
41180,"St. Louis, MO-IL",2019,MO-503,"St. Charles, Lincoln, Warren Counties CoC",20.67145654093503
41180,"St. Louis, MO-IL",2019,MO-606,Missouri Balance of State CoC,19.732947868912344
41180,"St. Louis, MO-IL",2019,IL-515,South Central Illinois CoC,18.914916006498405
41180,"St. Louis, MO-IL",2019,IL-520,Southern Illinois CoC,15.870940412856923
41180,"St. Louis, MO-IL",2019,IL-504,Madison County CoC,9.198722717797187
41180,"St. Louis, MO-IL",2019,IL-508,"East St. Louis, Belleville/St. Clair County CoC",8.316475193254604
41180,"St. Louis, MO-IL",2019,MO-500,St. Louis County CoC,6.475759091181358
41620,"Salt Lake City-Murray, UT",2019,UT-503,Utah Balance of State CoC,90.04299609384758
41620,"Salt Lake City-Murray, UT",2019,UT-500,Salt Lake City & County CoC,9.957003891342362
41700,"San Antonio-New Braunfels, TX",2019,TX-607,Texas Balance of State CoC,82.68149987940656
41700,"San Antonio-New Braunfels, TX",2019,TX-500,San Antonio/Bexar County CoC,17.318500120593498
41740,"San Diego-Chula Vista-Carlsbad, CA",2019,CA-601,San Diego City and County CoC,93.60974941896029
41860,"San Francisco-Oakland-Fremont, CA",2019,CA-505,Contra Costa County CoC,22.14376393689357
41860,"San Francisco-Oakland-Fremont, CA",2019,CA-502,"Oakland, Berkeley/Alameda County CoC",21.716585171233092
41860,"San Francisco-Oakland-Fremont, CA",2019,CA-507,Marin County CoC,15.33872293784588
41860,"San Francisco-Oakland-Fremont, CA",2019,CA-512,Daly City/San Mateo County CoC,13.32724166105755
41860,"San Francisco-Oakland-Fremont, CA",2019,CA-501,San Francisco CoC,1.3843015543666881
41940,"San Jose-Sunnyvale-Santa Clara, CA",2019,CA-506,"Salinas/Monterey, San Benito Counties CoC",51.603585059082334
41940,"San Jose-Sunnyvale-Santa Clara, CA",2019,CA-500,San Jose/Santa Clara City & County CoC,48.18796324553788
42540,"Scranton--Wilkes-Barre, PA",2019,PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",51.01381440086381
42540,"Scranton--Wilkes-Barre, PA",2019,PA-508,Scranton/Lackawanna County CoC,26.18337572553708
42540,"Scranton--Wilkes-Barre, PA",2019,PA-509,Eastern Pennsylvania CoC,22.802809873597994
42660,"Seattle-Tacoma-Bellevue, WA",2019,WA-500,Seattle/King County CoC,34.741263938226034
42660,"Seattle-Tacoma-Bellevue, WA",2019,WA-504,Everett/Snohomish County CoC,33.427082628646595
42660,"Seattle-Tacoma-Bellevue, WA",2019,WA-503,"Tacoma, Lakewood/Pierce County CoC",26.786342217325664
44060,"Spokane-Spokane Valley, WA",2019,WA-501,Washington Balance of State CoC,58.77878324857095
44060,"Spokane-Spokane Valley, WA",2019,WA-502,Spokane City & County CoC,41.21697634027527
44700,"Stockton-Lodi, CA",2019,CA-511,Stockton/San Joaquin County CoC,99.99999989513513
45060,"Syracuse, NY",2019,NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",65.50347203894242
45060,"Syracuse, NY",2019,NY-518,"Utica, Rome/Oneida, Madison Counties CoC",23.796705079025912
45300,"Tampa-St. Petersburg-Clearwater, FL",2019,FL-501,Tampa/Hillsborough County CoC,27.357423637885276
45300,"Tampa-St. Petersburg-Clearwater, FL",2019,FL-519,Pasco County CoC,19.492635950930588
45300,"Tampa-St. Petersburg-Clearwater, FL",2019,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",12.464293733125082
45300,"Tampa-St. Petersburg-Clearwater, FL",2019,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",7.424041554672621
