msa_rank,msa_id,msa_name,msa_population,year,coc_id,coc_name,coc_contained_in_msa_percent,containment_threshold_percent,msa_covered_by_coc_percent,intersection_area,coc_area,msa_area,boundary_vintage,county_vintage,definition_version,ranking_population_source,ranking_reference_year,top_n
11,14460,"Boston-Cambridge-Newton, MA-NH",5034221.0,2025,MA-516,Massachusetts Balance of State CoC,99.99999993783948,95.0,38.364813601475035,4482469127.851111,4482469130.637438,11683802701.126043,2025,2023,census_msa_2023,pep,2025,100
12,40140,"Riverside-San Bernardino-Ontario, CA",4769007.0,2025,CA-609,San Bernardino City & County CoC,99.99999998496962,95.0,73.35481509498398,52072733517.03941,52072733524.86614,70987478394.72118,2025,2023,census_msa_2023,pep,2025,100
12,40140,"Riverside-San Bernardino-Ontario, CA",4769007.0,2025,CA-608,Riverside City & County CoC,99.99999997490109,95.0,26.645184885902783,18914744864.11375,18914744868.861145,70987478394.72118,2025,2023,census_msa_2023,pep,2025,100
13,41860,"San Francisco-Oakland-Fremont, CA",4630041.0,2025,CA-501,San Francisco CoC,100.00000000000007,95.0,1.3843015543666868,122838839.80321653,122838839.80321646,8873705257.046747,2025,2023,census_msa_2023,pep,2025,100
13,41860,"San Francisco-Oakland-Fremont, CA",4630041.0,2025,CA-502,"Oakland, Berkeley/Alameda County CoC",99.9999999537619,95.0,21.71658517123321,1927065759.9907558,1927065760.8817945,8873705257.046747,2025,2023,census_msa_2023,pep,2025,100
13,41860,"San Francisco-Oakland-Fremont, CA",4630041.0,2025,CA-507,Marin County CoC,99.9999999406545,95.0,15.338722937845981,1361113063.699474,1361113064.5072334,8873705257.046747,2025,2023,census_msa_2023,pep,2025,100
13,41860,"San Francisco-Oakland-Fremont, CA",4630041.0,2025,CA-512,Daly City/San Mateo County CoC,99.99999993991533,95.0,13.32724166105753,1182620143.8965862,1182620144.6071596,8873705257.046747,2025,2023,census_msa_2023,pep,2025,100
13,41860,"San Francisco-Oakland-Fremont, CA",4630041.0,2025,CA-505,Contra Costa County CoC,99.99999992802613,95.0,22.143763936893617,1964972344.5761504,1964972345.990417,8873705257.046747,2025,2023,census_msa_2023,pep,2025,100
14,19820,"Detroit-Warren-Dearborn, MI",4390913.0,2025,MI-503,"St. Clair Shores, Warren/Macomb County CoC",100.00000000000028,95.0,11.429931175036803,1253790937.3917277,1253790937.391724,10969365591.01976,2025,2023,census_msa_2023,pep,2025,100
14,19820,"Detroit-Warren-Dearborn, MI",4390913.0,2025,MI-504,"Pontiac, Royal Oak/Oakland County CoC",99.99999997952851,95.0,21.420557338471923,2349699246.090997,2349699246.572016,10969365591.01976,2025,2023,census_msa_2023,pep,2025,100
14,19820,"Detroit-Warren-Dearborn, MI",4390913.0,2025,MI-501,Detroit CoC,99.99999997540117,95.0,3.283253083475351,360152034.00484043,360152034.0934336,10969365591.01976,2025,2023,census_msa_2023,pep,2025,100
14,19820,"Detroit-Warren-Dearborn, MI",4390913.0,2025,MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",99.99999992300783,95.0,11.28428708298739,1237814704.4731061,1237814705.4261265,10969365591.01976,2025,2023,census_msa_2023,pep,2025,100
14,19820,"Detroit-Warren-Dearborn, MI",4390913.0,2025,MI-518,Livingston County CoC,99.99999992111296,95.0,13.819993872370157,1515965652.5168114,1515965653.7127118,10969365591.01976,2025,2023,census_msa_2023,pep,2025,100
15,42660,"Seattle-Tacoma-Bellevue, WA",4161883.0,2025,WA-500,Seattle/King County CoC,99.99999997348235,95.0,34.74126393822585,5676503368.893698,5676503370.398973,16339369169.144808,2025,2023,census_msa_2023,pep,2025,100
15,42660,"Seattle-Tacoma-Bellevue, WA",4161883.0,2025,WA-504,Everett/Snohomish County CoC,99.999999961542,95.0,33.42708262864643,5461774433.169615,5461774435.270104,16339369169.144808,2025,2023,census_msa_2023,pep,2025,100
15,42660,"Seattle-Tacoma-Bellevue, WA",4161883.0,2025,WA-503,"Tacoma, Lakewood/Pierce County CoC",99.99999994981933,95.0,26.786342217325643,4376719341.799326,4376719343.995593,16339369169.144808,2025,2023,census_msa_2023,pep,2025,100
16,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3790295.0,2025,MN-501,St. Paul/Ramsey County CoC,100.00000000000003,95.0,2.2521468616861084,438660922.94645476,438660922.94645464,19477456395.452106,2025,2023,census_msa_2023,pep,2025,100
16,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3790295.0,2025,MN-500,Minneapolis/Hennepin County CoC,99.99999999999952,95.0,8.155283219891697,1588441733.0800276,1588441733.0800352,19477456395.452106,2025,2023,census_msa_2023,pep,2025,100
16,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3790295.0,2025,MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",99.68160726806983,95.0,29.261435498301065,5699383339.864933,5717587723.618667,19477456395.452106,2025,2023,census_msa_2023,pep,2025,100
17,45300,"Tampa-St. Petersburg-Clearwater, FL",3418895.0,2025,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",100.00000000000048,95.0,7.424041554672621,754637967.3068463,754637967.3068426,10164786413.835255,2025,2023,census_msa_2023,pep,2025,100
17,45300,"Tampa-St. Petersburg-Clearwater, FL",3418895.0,2025,FL-519,Pasco County CoC,99.99999997327352,95.0,19.492635950930573,1981384810.8385572,1981384811.3681116,10164786413.835255,2025,2023,census_msa_2023,pep,2025,100
17,45300,"Tampa-St. Petersburg-Clearwater, FL",3418895.0,2025,FL-501,Tampa/Hillsborough County CoC,99.99999994606056,95.0,27.357423637885248,2780823681.119114,2780823682.619075,10164786413.835255,2025,2023,census_msa_2023,pep,2025,100
18,41740,"San Diego-Chula Vista-Carlsbad, CA",3282248.0,2025,CA-601,San Diego City and County CoC,99.9999873398967,95.0,93.60974941896079,10972543105.104496,10972544494.239964,11721581537.405539,2025,2023,census_msa_2023,pep,2025,100
20,36740,"Orlando-Kissimmee-Sanford, FL",2957672.0,2025,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",99.9999999276637,95.0,71.16396778252962,7393774355.553729,7393774360.902112,10389772501.370928,2025,2023,census_msa_2023,pep,2025,100
21,16740,"Charlotte-Concord-Gastonia, NC-SC",2938830.0,2025,NC-505,Charlotte/Mecklenburg County CoC,100.0000000000002,95.0,9.558313132960553,1414541235.0422006,1414541235.0421977,14799067736.799143,2025,2023,census_msa_2023,pep,2025,100
22,12580,"Baltimore-Columbia-Towson, MD",2857781.0,2025,MD-501,Baltimore CoC,100.00000000000016,95.0,2.620030148311039,210701759.51693904,210701759.51693872,8041959351.222145,2025,2023,census_msa_2023,pep,2025,100
22,12580,"Baltimore-Columbia-Towson, MD",2857781.0,2025,MD-505,Baltimore County CoC,99.99999998843066,95.0,19.590485099938373,1575458848.444275,1575458848.6265452,8041959351.222145,2025,2023,census_msa_2023,pep,2025,100
22,12580,"Baltimore-Columbia-Towson, MD",2857781.0,2025,MD-503,Annapolis/Anne Arundel County CoC,99.99999990544315,95.0,13.410670015872544,1078480631.4030063,1078480632.4227836,8041959351.222145,2025,2023,census_msa_2023,pep,2025,100
22,12580,"Baltimore-Columbia-Towson, MD",2857781.0,2025,MD-506,Carroll County CoC,99.99999989815413,95.0,14.578897346916392,1172428998.49542,1172428999.6894906,8041959351.222145,2025,2023,census_msa_2023,pep,2025,100
22,12580,"Baltimore-Columbia-Towson, MD",2857781.0,2025,MD-504,Howard County CoC,99.99999989297822,95.0,8.16086390213379,656293357.7181609,656293358.4205377,8041959351.222145,2025,2023,census_msa_2023,pep,2025,100
23,41180,"St. Louis, MO-IL",2814421.0,2025,MO-500,St. Louis County CoC,100.00000000000004,95.0,6.475759091181342,1355511078.8259318,1355511078.825931,20932080081.111423,2025,2023,census_msa_2023,pep,2025,100
23,41180,"St. Louis, MO-IL",2814421.0,2025,MO-501,St. Louis City CoC,100.00000000000004,95.0,0.8187821492811923,171388135.17738447,171388135.1773844,20932080081.111423,2025,2023,census_msa_2023,pep,2025,100
23,41180,"St. Louis, MO-IL",2814421.0,2025,IL-504,Madison County CoC,99.99999999555811,95.0,9.19872271779718,1925484005.728695,1925484005.8142226,20932080081.111423,2025,2023,census_msa_2023,pep,2025,100
23,41180,"St. Louis, MO-IL",2814421.0,2025,IL-508,"East St. Louis, Belleville/St. Clair County CoC",99.99999997515681,95.0,8.316475193254607,1740811247.3778205,1740811247.8102934,20932080081.111423,2025,2023,census_msa_2023,pep,2025,100
23,41180,"St. Louis, MO-IL",2814421.0,2025,MO-503,"St. Charles, Lincoln, Warren Counties CoC",99.99999996627749,95.0,20.67145654093505,4326965837.08067,4326965838.539832,20932080081.111423,2025,2023,census_msa_2023,pep,2025,100
24,41700,"San Antonio-New Braunfels, TX",2813140.0,2025,TX-500,San Antonio/Bexar County CoC,99.99999999999989,95.0,17.318500120593576,3306177898.198252,3306177898.198256,19090440137.28907,2025,2023,census_msa_2023,pep,2025,100
25,12420,"Austin-Round Rock-San Marcos, TX",2620945.0,2025,TX-503,Austin/Travis County CoC,99.99999998206991,95.0,24.30019731546464,2692284211.3298674,2692284211.8125963,11079268930.941965,2025,2023,census_msa_2023,pep,2025,100
26,38900,"Portland-Vancouver-Hillsboro, OR-WA",2542282.0,2025,OR-501,"Portland, Gresham/Multnomah County CoC",99.99999997546364,95.0,6.816776552138355,1204839751.856452,1204839752.1520758,17674625868.123924,2025,2023,census_msa_2023,pep,2025,100
26,38900,"Portland-Vancouver-Hillsboro, OR-WA",2542282.0,2025,OR-507,Clackamas County CoC,99.99999995339078,95.0,27.60611071813226,4879276786.169935,4879276788.444128,17674625868.123924,2025,2023,census_msa_2023,pep,2025,100
26,38900,"Portland-Vancouver-Hillsboro, OR-WA",2542282.0,2025,OR-506,"Hillsboro, Beaverton/Washington County CoC",99.9999999499127,95.0,10.63351810773382,1879434542.1611636,1879434543.1025214,17674625868.123924,2025,2023,census_msa_2023,pep,2025,100
26,38900,"Portland-Vancouver-Hillsboro, OR-WA",2542282.0,2025,WA-508,Vancouver/Clark County CoC,99.36297513034796,95.0,9.606954512688192,1697993267.438486,1708879253.2741666,17674625868.123924,2025,2023,census_msa_2023,pep,2025,100
27,40900,"Sacramento-Roseville-Folsom, CA",2477274.0,2025,CA-525,El Dorado County CoC,99.99999995583987,95.0,33.67451603385491,4626652515.275173,4626652517.318309,13739328905.644066,2025,2023,census_msa_2023,pep,2025,100
27,40900,"Sacramento-Roseville-Folsom, CA",2477274.0,2025,CA-515,"Roseville, Rocklin/Placer County CoC",99.99999992852312,95.0,28.31851006743208,3890773239.34242,3890773242.1234236,13739328905.644066,2025,2023,census_msa_2023,pep,2025,100
27,40900,"Sacramento-Roseville-Folsom, CA",2477274.0,2025,CA-503,Sacramento City & County CoC,99.99999990899218,95.0,18.744631805488392,2575386615.908018,2575386618.2518215,13739328905.644066,2025,2023,census_msa_2023,pep,2025,100
27,40900,"Sacramento-Roseville-Folsom, CA",2477274.0,2025,CA-521,"Davis, Woodland/Yolo County CoC",99.99999989855723,95.0,19.26234202174093,2646516525.2970753,2646516527.981775,13739328905.644066,2025,2023,census_msa_2023,pep,2025,100
28,38300,"Pittsburgh, PA",2421992.0,2025,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",99.99999999999999,95.0,13.037543673464183,1926481842.0928588,1926481842.092859,14776417171.387136,2025,2023,census_msa_2023,pep,2025,100
28,38300,"Pittsburgh, PA",2421992.0,2025,PA-603,Beaver County CoC,99.99999997008011,95.0,7.782787371754953,1150017129.6125484,1150017129.9566321,14776417171.387136,2025,2023,census_msa_2023,pep,2025,100
29,29820,"Las Vegas-Henderson-North Las Vegas, NV",2407226.0,2025,NV-500,Las Vegas/Clark County CoC,99.99999995555652,95.0,99.99999996339955,20877694166.32385,20877694175.602623,20877694173.96518,2025,2023,census_msa_2023,pep,2025,100
30,17140,"Cincinnati, OH-KY-IN",2312858.0,2025,OH-500,Cincinnati/Hamilton County CoC,99.99999999999993,95.0,9.295988061367854,1075206339.1795032,1075206339.179504,11566348107.177887,2025,2023,census_msa_2023,pep,2025,100
31,28140,"Kansas City, MO-KS",2270682.0,2025,MO-604,"Kansas City (MO&KS), Independence, Lee’s Summit/Jackson, Wyandotte Counties CoC",99.99999999493437,95.0,12.68976532853325,2423183092.6722827,2423183092.795032,19095570563.654915,2025,2023,census_msa_2023,pep,2025,100
31,28140,"Kansas City, MO-KS",2270682.0,2025,KS-505,"Overland Park, Shawnee/Johnson County CoC",99.99999997704018,95.0,6.54041529842575,1248929618.4669702,1248929618.7537222,19095570563.654915,2025,2023,census_msa_2023,pep,2025,100
32,18140,"Columbus, OH",2242028.0,2025,OH-503,Columbus/Franklin County CoC,100.00000000000027,95.0,11.795895427009448,1482091731.9969656,1482091731.9969616,12564469913.859797,2025,2023,census_msa_2023,pep,2025,100
33,26900,"Indianapolis-Carmel-Greenwood, IN",2205695.0,2025,IN-503,Indianapolis CoC,100.00000000000004,95.0,9.785139808815597,1043787716.0783372,1043787716.0783367,10667070031.41612,2025,2023,census_msa_2023,pep,2025,100
34,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2197416.0,2025,TN-504,Nashville-Davidson County CoC,99.99999999999963,95.0,8.235320223252382,1360423849.6032937,1360423849.6032987,16519380093.589369,2025,2023,census_msa_2023,pep,2025,100
34,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2197416.0,2025,TN-510,Murfreesboro/Rutherford County CoC,99.99999994752308,95.0,9.78440356114061,1616322814.1555114,1616322815.003708,16519380093.589369,2025,2023,census_msa_2023,pep,2025,100
